age,income,balance,city,has_credit_card,target
44,233,1378,C,0,1
66,36835,4253,B,1,1
30,59070,4117,B,1,1
50,30354,3178,A,1,0
51,51180,1510,A,1,1
58,58937,4978,B,0,1
52,43149,-330,C,1,1
18,53409,-105,B,1,1
38,30745,1874,B,1,1
65,45868,5381,A,0,1
72,62204,1696,A,1,1
23,53139,1725,B,1,0
45,38269,-163,A,0,1
34,54484,3419,B,0,1
22,64292,3430,A,0,0
48,9001,3184,B,1,1
22,73181,1056,C,1,1
55,43275,940,A,1,1
20,58510,60,A,0,1
70,73945,2126,B,1,0
40,22567,379,C,1,1
54,35811,234,B,0,1
70,44229,1364,A,0,1
54,34325,1266,A,0,0
27,84699,1193,A,1,1
27,32865,2700,A,0,1
36,38889,2119,C,0,0
34,54088,1568,C,0,0
38,25957,2275,A,1,1
31,42086,513,A,0,1
26,56349,2158,A,0,1
63,43343,2226,C,1,1
18,48132,-255,B,1,1
68,39413,3494,B,1,1
62,19711,678,A,1,1
30,56432,2135,B,1,0
21,85099,3747,A,1,1
79,50368,3389,A,1,1
18,54505,2052,B,0,1
66,63854,1456,B,1,1
57,24613,3421,A,0,1
49,84050,3012,A,0,0
51,54047,1072,A,1,1
45,82637,808,A,1,1
48,35339,-1109,B,1,1
25,86361,2231,C,1,1
56,65503,1876,A,1,0
43,61061,3704,A,1,1
75,54680,2539,A,1,1
51,45029,4001,B,1,0
71,74011,954,A,0,1
71,52807,3707,B,0,1
20,10659,1207,A,1,0
76,27656,3166,B,0,0
67,46283,-188,C,0,1
29,56200,2353,C,0,1
18,48868,-977,C,0,1
71,74379,1599,B,1,1
61,10978,2661,C,1,0
22,52872,1219,A,1,1
47,13640,424,A,1,1
47,65194,3269,A,1,1
76,48111,1845,B,1,1
74,58392,1266,C,1,1
34,32722,2063,A,1,1
65,75589,5955,B,0,1
64,70834,3730,B,0,1
40,61671,3744,C,1,1
32,47410,2653,B,1,1
54,61597,2250,C,1,0
38,35862,-1594,A,1,1
31,67111,982,A,0,1
19,82990,1279,B,0,1
28,71412,-812,A,1,1
68,35408,264,A,0,1
56,57228,-971,B,1,1
55,24137,1943,B,1,0
77,61448,3228,B,1,1
51,59012,3660,A,0,1
55,12604,2622,B,1,1
67,26764,555,A,1,1
51,44337,-898,A,1,1
35,43983,-635,B,1,0
47,25810,97,A,1,1
32,57780,667,A,0,1
44,55029,1760,B,1,1
68,46115,479,A,1,1
51,34884,2508,C,0,0
69,70974,1652,B,0,0
74,83108,2016,C,0,1
55,40329,3710,A,1,1
50,37757,230,B,1,1
41,59824,2628,A,0,1
32,42839,1979,C,1,1
77,47212,1500,A,1,1
47,64793,3328,A,0,1
72,11813,3319,C,0,0
59,76366,580,A,0,1
68,51454,1727,A,1,1
34,41770,2422,A,0,0
22,48215,1590,B,1,0
46,49249,2878,A,1,1
21,15376,2422,A,1,1
27,79899,4749,A,0,0
73,50827,-295,B,1,1
34,58860,1816,B,1,1
27,69031,637,A,0,1
34,29577,2906,A,0,1
77,59469,-426,A,1,1
37,44647,2519,A,1,1
41,66935,1055,A,0,1
22,7455,899,A,1,0
51,48018,-170,B,1,0
23,37944,1302,C,1,1
70,58645,3627,A,0,1
19,59401,1962,B,1,0
30,35847,2942,B,0,0
79,35757,4497,B,1,1
60,47787,2396,C,1,1
60,32067,1162,A,0,1
65,66840,2701,A,1,1
28,42616,1184,B,0,1
68,-8140,1243,A,1,0
64,42504,-280,A,0,1
74,29229,3389,A,1,0
40,17374,1421,A,0,0
72,25251,2273,B,1,1
33,52188,446,A,1,1
48,76573,2654,A,1,1
28,56264,857,A,0,1
71,37870,1787,A,1,1
33,59118,3317,C,0,0
25,40818,3186,A,1,0
21,36108,1967,C,1,1
57,26913,-652,B,1,1
21,14963,6489,B,1,0
73,42202,4619,A,0,1
42,53161,3084,A,1,1
20,48068,870,C,0,1
49,41681,1830,C,1,0
20,31085,1185,A,1,1
44,62165,3896,A,1,0
46,23657,2394,A,1,1
49,65521,824,C,0,1
67,29956,1294,A,1,1
78,34951,3682,B,0,1
75,20664,4400,B,1,0
68,39972,4292,B,1,1
36,69506,3136,B,0,1
38,60313,1621,A,0,1
22,69568,-2862,C,0,1
35,60443,2446,B,1,0
45,27927,1997,B,0,1
59,43384,2210,A,1,0
78,34396,2081,B,1,1
39,76611,11,A,0,1
38,26064,2836,A,1,1
23,67874,2948,B,1,1
18,67859,3024,B,0,0
22,86592,3420,B,1,1
58,41806,2906,A,0,1
29,64246,1385,B,0,0
43,95633,1894,A,1,1
63,37647,2137,B,1,1
51,19299,2162,A,1,1
66,12400,3497,B,1,1
31,64254,2966,C,1,1
43,12337,5116,A,0,1
62,42554,5310,A,0,0
44,58746,2119,B,0,1
26,53704,-3755,B,1,1
43,58509,3855,B,1,1
74,54446,1189,B,0,1
64,75577,798,A,0,1
74,30954,1402,A,1,0
39,36460,1330,A,0,1
64,34547,2918,A,1,1
73,66604,-339,B,1,1
47,68008,383,A,1,0
60,59025,2515,C,0,0
65,73670,2934,C,1,1
78,26439,2962,C,0,1
34,83344,819,C,1,1
43,80465,533,A,0,0
53,64712,1240,C,1,1
18,85636,2360,A,1,1
25,16868,4228,A,0,0
66,39511,-1071,B,1,1
52,35294,1669,A,1,1
78,64430,1,C,0,1
69,28997,-478,B,0,1
32,65150,3450,B,1,1
64,77411,2817,A,1,1
73,63904,2674,B,1,1
39,55675,3382,A,1,1
31,30243,1280,C,1,1
43,33063,1351,A,1,0
45,74992,5279,B,1,1
40,65587,1630,A,0,1
31,49220,3103,A,1,1
41,41642,2010,A,0,1
19,9484,-772,A,0,0
62,28583,-1067,B,1,1
43,88228,1132,A,1,1
31,24391,3584,A,0,0
76,53790,3182,B,0,1
73,70149,3371,A,1,1
68,24902,519,A,1,0
24,53694,4424,C,1,0
20,68758,553,A,1,1
64,50250,2319,A,0,1
40,107368,1984,A,0,0
63,16628,1739,A,0,1
60,71175,4008,B,0,0
64,46544,942,A,1,0
77,65438,-24,B,0,1
62,58826,2030,A,0,1
35,35337,1400,A,1,1
75,54580,7066,A,1,0
55,12842,3015,B,1,1
52,62065,1386,C,1,0
68,55963,416,B,0,1
32,62773,-820,C,1,1
42,71162,462,A,0,1
72,57352,2172,A,1,1
54,52962,4141,A,1,1
45,32379,3683,A,1,1
27,35756,2344,A,1,1
56,73735,1515,A,1,1
74,78727,2403,A,1,1
34,45238,1222,A,0,1
56,50920,4578,A,1,1
39,31908,1716,A,0,0
43,73455,1870,C,1,0
79,63308,-1324,A,0,1
61,88824,1707,B,0,1
42,32434,3255,B,1,1
34,42440,398,A,0,1
30,54629,874,A,1,0
37,62930,3189,A,0,1
42,45687,-215,B,1,1
21,32541,3587,A,1,1
27,67628,1202,A,1,1
20,64423,1417,A,0,1
58,31675,314,C,0,1
62,77109,2567,A,1,1
35,73404,5690,B,0,1
64,52686,3172,A,0,1
53,51592,704,C,1,1
64,61081,3703,B,1,0
39,32766,1525,A,0,0
51,50601,4062,C,0,0
64,6952,3210,B,0,0
25,67529,-2415,A,1,1
57,18770,494,A,0,1
66,80068,3417,B,1,1
61,43398,2227,C,0,1
36,45767,464,B,0,1
59,37445,1050,B,1,1
58,44239,-859,B,0,1
54,78371,1867,A,1,0
23,244,5316,B,1,0
69,75539,3207,A,0,1
43,56760,5286,C,1,1
51,25860,3324,B,0,1
76,28494,3541,B,0,1
73,83528,4961,A,0,0
76,31090,2566,A,1,0
62,26933,1719,A,0,1
23,72746,3549,B,1,1
54,56771,4181,B,1,1
74,31241,1280,A,0,0
50,54332,918,B,1,1
70,29485,2208,C,1,1
39,72016,3247,A,1,1
38,71227,3197,A,1,1
23,60640,-136,B,1,0
23,57233,4867,B,0,0
72,85224,1038,B,1,1
65,49994,1602,B,1,1
21,26363,646,C,1,0
47,58989,6047,A,1,0
28,91721,2363,A,1,1
79,29705,724,A,1,1
79,42771,3296,A,1,0
47,58329,3154,A,0,1
48,48922,1718,A,1,1
41,30354,3261,C,0,1
72,72437,762,C,1,1
26,96401,1261,A,0,1
72,53923,-1015,B,0,1
20,31919,14,B,0,0
68,19021,4711,C,1,1
48,55160,4462,B,0,0
57,72078,2099,A,1,1
54,59503,4494,B,0,1
53,49952,1760,B,1,1
41,38215,1635,B,0,0
48,28157,2085,C,0,1
23,66695,1813,C,1,0
19,68275,1677,B,1,0
37,19085,3715,B,0,0
45,81797,2225,C,1,1
28,61481,3069,A,1,0
21,77992,3547,A,0,1
32,23157,2582,A,0,0
23,22684,545,C,1,0
71,47021,-29,B,0,1
66,60056,2223,A,1,0
47,85927,1743,C,1,1
73,64122,2131,B,1,0
55,45146,1976,C,1,1
68,29473,5875,A,1,0
79,74600,5,B,0,1
74,30706,-985,B,1,1
19,82569,2499,B,1,1
32,44312,1435,B,0,1
28,81812,2474,C,1,1
25,63579,2876,A,0,0
43,47260,3926,C,0,1
68,39612,-261,A,1,1
62,43182,1165,A,1,1
61,58566,2643,A,1,0
22,51543,3156,A,0,1
23,38124,5290,A,1,0
43,46687,3434,C,0,1
71,51572,1915,B,1,1
21,7425,664,A,1,0
36,59163,1154,B,1,1
37,30406,1111,A,1,1
50,26933,2983,A,1,1
37,16253,2385,B,1,1
66,14122,15,B,1,0
29,22891,1346,B,1,1
64,35820,3316,A,1,0
18,89065,2527,B,1,1
43,39482,2853,B,1,0
31,53555,2574,C,0,0
55,58010,4440,A,0,0
54,52621,2354,B,1,1
79,48451,1421,B,1,1
28,26094,626,C,1,1
53,79019,2374,A,0,1
30,86144,-1661,B,0,1
60,16347,1724,A,1,1
20,29519,1691,B,1,1
50,44404,-47,A,0,1
23,30709,608,A,1,1
67,60119,3214,B,1,1
73,35435,2346,A,0,1
27,93301,2153,A,0,1
22,73811,2460,A,0,1
40,54251,2139,A,0,0
27,70540,3864,C,1,1
61,72118,2185,B,0,0
19,38721,-187,C,0,1
30,33676,4445,A,1,0
57,51563,2556,C,1,1
19,67233,1116,A,1,1
37,52781,120,B,0,1
18,18460,2594,A,1,0
54,33944,1824,B,1,1
26,48521,4361,B,1,1
34,48487,1481,A,1,1
26,89451,744,A,1,1
28,22280,3344,B,1,1
32,60112,3388,A,1,1
41,79782,2253,A,0,1
55,95429,3015,A,0,0
72,41912,1943,B,0,0
52,59829,2351,C,0,1
47,61395,3747,A,0,1
48,53910,2938,A,1,1
66,48023,1746,C,0,1
22,58720,4029,B,1,1
79,-645,-1547,A,1,1
77,63641,5078,C,0,0
61,52524,-559,A,1,1
67,45551,1059,A,0,1
31,90937,1939,C,1,1
70,36501,1780,C,1,0
73,41938,3510,A,0,0
28,89831,413,A,1,1
26,33359,2391,A,1,0
51,38998,1133,A,0,1
29,47059,2443,A,1,1
52,66815,1903,A,1,1
52,54156,2139,C,0,0
18,24147,1175,C,1,0
57,39357,1235,B,0,1
39,37853,2431,B,1,0
77,48456,3416,A,0,0
46,58517,1103,A,1,0
25,58364,697,A,1,1
28,14480,2920,B,0,0
58,71279,1951,A,0,1
54,55051,3246,C,0,0
31,77691,641,B,1,1
77,58884,-669,A,0,1
47,72026,1200,A,1,1
52,59331,850,B,1,0
38,76925,1882,C,1,1
54,60445,1045,B,0,1
22,48042,3112,A,0,1
36,95449,1568,B,1,1
76,67781,2226,A,1,1
31,61475,2236,C,1,0
43,24474,2292,B,1,0
79,24234,1964,B,0,0
21,55854,2766,A,1,1
42,52910,807,B,0,1
62,37718,4099,A,1,1
59,52820,1645,A,1,1
42,81773,33,A,0,1
35,63908,2282,C,1,1
57,27180,723,B,1,1
25,47770,2998,A,1,1
56,33901,5314,C,0,0
57,42246,820,A,0,1
31,41728,2499,A,0,0
49,40447,-633,A,0,0
68,24897,2681,B,1,1
78,47447,671,B,1,1
55,38788,1063,A,0,0
50,-8589,348,B,1,1
40,91059,3098,A,1,1
32,71775,3511,B,0,0
50,42474,2035,A,0,1
42,50376,703,B,0,1
34,26567,4384,B,1,1
50,83914,874,B,1,1
64,87946,-1243,A,1,1
72,53134,2688,B,0,1
19,70471,343,A,1,1
31,53506,3483,C,0,1
70,23265,1428,A,1,1
57,41764,2906,A,1,1
57,52639,4102,B,0,1
68,40909,187,B,1,1
56,45627,1151,A,1,1
68,48172,1886,C,1,1
23,48382,4306,C,0,0
23,51045,1012,B,1,1
20,28788,1108,A,1,1
24,35660,2717,B,1,0
68,24308,1134,A,0,0
25,69556,2229,A,1,1
59,7887,-327,C,0,1
69,73072,5321,C,1,1
32,77727,-22,C,0,1
64,43956,1517,A,0,1
46,-2063,1951,A,1,1
50,42774,4869,A,1,1
69,48716,13,A,1,1
47,29788,4976,A,1,0
56,39696,3136,A,0,0
44,80604,2626,B,0,1
53,63299,523,B,1,1
46,31509,2857,B,0,0
55,18048,915,C,1,1
74,43460,3900,A,1,1
50,45731,543,A,1,1
78,59924,1830,B,1,1
54,39294,1167,B,0,0
44,60230,519,B,1,1
72,88703,3112,A,1,1
50,66310,2803,A,1,1
79,49038,3814,B,1,0
21,46337,-670,C,1,1
39,42867,3596,C,1,0
19,73613,5758,B,0,0
27,37454,1323,B,1,1
22,50904,4843,C,0,0
76,51024,1605,B,0,1
27,39964,-59,B,0,1
50,22551,1542,C,0,1
71,56459,3572,B,0,1
55,48780,743,C,1,1
30,60005,1099,A,0,1
48,39328,2890,B,1,0
64,74416,2005,C,0,1
53,32465,2877,A,1,0
62,84241,2357,B,0,1
41,15047,2719,A,0,1
69,58695,1352,C,0,1
73,59509,2348,B,1,1
32,34089,609,A,1,1
46,58488,3933,A,0,1
25,75590,1049,B,0,1
22,5664,3693,B,0,0
46,60055,1650,A,1,1
64,135,2303,C,1,0
21,30687,1258,B,0,0
29,82583,476,B,0,1
62,38364,-617,A,1,1
19,26522,417,C,0,1
44,46041,1514,A,1,0
48,91358,2318,B,0,0
68,13366,3516,C,1,1
68,28974,1331,A,1,1
53,79949,677,B,1,1
53,87154,-164,A,1,1
43,47931,2720,B,1,1
60,25219,4075,B,1,0
44,91917,3899,C,0,1
22,81889,3065,C,1,1
37,63579,2958,B,1,0
28,33752,4546,B,1,0
79,49019,2498,B,0,1
27,46793,2969,A,1,1
57,56617,1519,B,1,1
55,79020,-43,C,1,1
23,67588,974,A,0,1
25,28452,1986,A,0,1
40,77530,2091,A,0,1
64,56263,4889,A,1,1
43,63741,2122,A,1,1
63,79331,3768,A,1,1
60,27768,1347,A,1,1
29,49283,1532,B,1,1
43,39371,6,A,1,1
30,18643,887,B,1,0
57,56934,2790,C,1,1
79,100231,2011,C,1,1
35,13198,3414,B,1,0
42,49354,2272,A,0,0
50,62811,1471,C,0,1
64,52462,5222,B,1,0
57,47737,1859,A,1,1
77,24016,3745,A,1,1
60,54656,1398,A,0,1
29,34865,3064,A,1,1
61,6202,3392,A,1,0
53,73892,2313,C,1,1
65,69168,-1532,B,1,1
21,51033,2027,B,1,0
22,54581,3846,C,1,0
73,71486,2791,B,1,1
54,54487,2669,C,0,0
25,68080,-583,C,0,0
59,44050,919,A,0,1
66,76240,2617,C,0,1
45,56416,2616,B,0,1
48,53881,3822,A,0,0
75,24599,1783,B,0,1
26,55739,2609,B,0,1
71,33361,2025,C,0,0
68,37234,520,A,0,1
46,33692,-1384,B,1,1
31,28675,2647,A,1,1
57,92495,2261,A,0,1
58,76627,1073,A,1,1
39,88407,-429,B,1,1
28,25542,2945,C,1,0
40,51425,1601,A,0,1
18,24130,2835,B,1,0
63,36086,4796,A,0,0
54,31637,-1212,A,0,1
38,74792,951,B,0,0
43,42075,1686,A,0,1
63,71368,4182,B,1,1
53,62082,-455,A,1,1
71,96073,4904,A,1,0
40,20411,2204,B,0,1
74,75185,1856,B,0,0
18,72929,1703,A,0,0
71,30532,1346,B,0,1
72,70143,3572,C,1,1
68,56723,397,B,1,1
57,45450,2518,A,1,1
32,33521,1424,B,1,1
38,35618,857,B,1,1
64,90996,5879,A,0,0
26,50014,2629,C,1,0
70,65643,2920,C,1,1
26,34182,3707,C,1,1
27,34403,-132,C,1,0
69,71640,4628,B,0,1
74,23008,-1763,B,1,1
70,41696,847,B,1,1
43,50681,1311,C,1,0
58,52227,2873,B,1,0
52,46418,2328,A,0,1
69,57916,1750,A,1,1
42,63857,1982,C,0,1
43,64693,533,A,0,1
28,30284,-246,B,1,1
55,44317,3090,C,0,0
19,73895,3041,B,1,1
24,67893,4377,C,1,1
35,22543,815,B,0,0
44,57030,3039,A,1,1
51,10435,1574,C,1,1
44,50939,3786,A,0,0
34,87955,3533,A,1,1
60,31042,2317,A,1,1
76,33314,1491,A,1,1
61,65281,3441,A,1,1
76,19144,2970,A,1,0
68,37345,973,B,1,1
71,61929,8,C,1,1
41,37314,1567,A,0,1
42,45281,4273,A,1,0
24,64884,3720,B,0,0
69,58431,332,B,1,1
23,55336,248,C,1,1
70,43218,3912,A,1,1
41,57401,297,C,0,0
50,47525,2764,B,1,1
66,59156,1076,B,0,1
46,40061,4426,A,1,0
60,46349,844,A,1,1
39,30201,3715,A,1,0
43,49300,2277,A,0,1
45,33780,2378,B,1,1
67,27719,-955,C,1,1
38,55173,-1304,B,1,1
66,54255,1669,B,1,1
24,65657,2370,B,0,0
34,41377,312,A,1,1
37,58161,367,C,1,1
58,61016,2842,B,1,1
66,58895,2844,A,1,1
37,33487,1793,A,0,1
71,52987,3170,B,1,1
39,57283,239,B,0,0
45,50144,1466,A,1,1
78,8270,4472,C,1,0
57,53210,2102,B,1,1
66,94251,2189,B,1,1
24,42799,5459,A,0,1
18,35438,-99,A,0,0
49,57467,3195,C,0,1
30,56248,4496,C,0,1
47,73855,1513,A,1,1
40,24843,3289,A,0,1
68,64628,527,A,1,1
76,61808,970,A,1,1
73,47157,2577,B,1,1
36,56774,3198,C,1,1
79,70589,3681,A,0,1
49,67446,4354,A,0,1
47,27140,1899,C,0,0
46,66403,3790,A,1,0
66,48706,1487,C,1,1
62,51457,3353,B,0,0
46,51464,2311,C,1,1
47,46995,2669,A,0,0
33,73834,2635,A,1,1
57,48326,-407,A,1,1
36,27609,314,A,1,1
35,42129,2154,A,1,1
18,53574,-531,C,1,1
31,74584,3247,C,1,0
68,62062,3307,B,0,0
64,32989,2491,A,1,1
67,99704,318,B,1,1
19,55296,4070,B,0,1
71,75508,5056,A,1,1
45,46966,2221,C,0,1
66,60667,2766,A,0,1
67,66789,2303,A,1,1
47,74364,2796,A,1,1
55,71147,1821,B,0,1
68,67444,1948,B,1,1
21,43698,3359,A,1,1
18,38565,5518,A,0,0
25,56652,-100,A,1,1
46,68663,1844,A,1,1
72,45546,229,A,0,1
56,71303,4388,A,1,0
20,79052,1118,A,0,0
49,31674,-165,C,1,1
27,33262,2957,B,1,0
27,47192,4616,B,0,1
36,56152,2995,A,1,1
63,39509,2307,A,1,1
51,77044,2614,A,0,0
77,58481,4122,A,1,1
50,50789,689,A,0,1
40,21282,1832,C,1,0
72,23684,1321,C,1,1
45,55620,248,A,1,1
49,7348,1507,A,1,1
67,70253,3662,C,1,1
24,46837,2850,A,1,0
46,114862,2966,B,1,1
25,96158,2220,C,1,1
18,46371,2785,C,1,1
74,47873,799,A,0,1
72,69912,1536,A,1,1
20,84063,2288,A,1,1
41,17239,2416,C,1,1
40,14272,2480,C,1,1
76,37559,1792,B,0,0
78,61655,1434,B,1,1
25,59937,6737,B,0,1
71,71395,3360,B,1,1
74,26006,2620,C,1,1
64,3677,1650,B,1,1
54,67160,1323,B,1,0
20,33436,1804,A,1,0
68,9630,2439,B,1,1
50,52901,-821,A,1,1
45,65864,-354,A,0,1
64,47559,1045,C,1,1
25,40843,2311,B,1,1
51,46813,1641,C,1,1
52,42588,4217,A,1,0
49,23039,-224,B,1,1
41,35706,873,A,0,1
31,60426,4280,C,0,0
49,56434,2197,A,1,1
73,53361,3327,B,0,0
63,30097,5077,B,0,1
60,46370,959,A,1,1
33,6459,1851,C,1,1
21,53570,1591,C,1,1
69,78577,-932,A,0,1
54,20517,1534,A,1,0
71,38281,3322,A,1,1
38,56582,2811,A,0,1
31,75057,2929,C,1,1
48,41036,1437,C,1,0
72,36155,1016,A,1,1
65,10622,3904,A,0,1
35,52069,1254,B,1,0
24,90842,2441,A,0,1
27,55547,2245,A,0,1
24,49554,4193,A,1,1
50,56442,3457,B,1,1
40,49778,57,B,1,0
38,33740,219,B,1,1
36,66466,2868,A,0,1
65,54515,1903,C,1,0
78,50352,1317,B,0,1
36,30493,3523,C,1,0
53,76070,2281,A,1,1
46,63294,2079,C,1,1
77,38942,3170,C,1,1
35,70036,1437,A,1,0
19,40049,4353,A,1,0
18,34360,818,C,1,0
64,34806,2985,B,1,1
22,14579,4151,C,1,1
37,59431,-66,B,1,1
28,13377,1485,B,1,1
59,25431,3713,A,0,0
19,8488,3736,A,0,0
20,48279,1743,C,1,1
40,46994,898,A,1,1
72,43466,3434,A,1,0
29,29148,3775,B,1,1
37,26555,253,B,0,0
22,59287,194,A,1,1
54,38989,2338,A,1,1
55,56327,2944,A,1,1
47,32295,1551,A,1,1
26,53621,3019,B,0,1
51,76066,935,A,0,0
70,61723,-1172,C,1,1
61,41752,1364,C,1,1
52,55144,2095,B,1,0
69,45187,1586,A,1,1
75,50158,262,B,0,1
39,43488,-723,A,1,1
61,46713,1229,A,1,1
41,54242,3346,C,1,0
34,30133,3884,A,1,1
27,29682,3782,C,1,0
47,22229,776,A,1,1
73,17995,269,A,0,1
76,25654,2745,C,0,1
63,53189,2953,B,1,0
40,32144,2600,B,1,1
49,60272,-1021,B,1,1
34,50694,700,A,1,1
67,10630,1955,B,1,1
68,63100,2731,A,1,1
34,66216,3151,B,0,0
31,30123,2216,B,0,1
26,58404,2496,C,0,1
57,32870,2127,B,1,0
19,51953,3028,A,0,0
62,24710,2469,B,1,1
42,14138,2099,A,0,1
56,42344,1597,A,1,1
26,47525,2122,A,1,1
71,42046,2727,B,1,1
39,26319,2401,A,0,1
60,42002,2571,A,0,1
63,55386,4014,C,1,1
21,49102,2398,B,1,1
43,53650,1027,A,1,1
75,36598,3325,A,1,1
46,73434,-49,B,0,1
62,26477,378,C,0,1
51,59751,2504,A,1,1
40,73638,2775,C,1,1
54,59618,132,B,0,1
28,45950,1426,B,1,1
23,39434,1091,C,1,1
35,70722,1270,B,1,1
38,21541,3415,C,0,0
59,30598,3060,A,0,0
53,42049,1971,B,1,1
58,74753,1181,B,0,1
55,57595,-24,A,0,1
51,30639,4130,B,1,1
34,43794,2888,A,0,1
54,37714,940,A,1,1
42,35804,3079,A,1,1
55,69578,1895,B,1,1
75,22565,1569,C,0,1
29,82176,2653,A,1,0
40,66565,888,B,1,0
70,71817,1484,A,1,1
59,40741,2182,C,0,1
39,47001,1251,B,0,1
38,21337,3004,B,1,1
44,39507,4804,B,1,0
74,59873,869,A,1,1
48,75921,-498,B,1,1
23,27857,-1003,C,1,0
44,42690,1774,A,1,0
57,46974,1005,B,1,1
51,22084,2312,C,1,0
29,61827,2199,A,0,0
62,35520,-405,C,1,1
74,46092,-722,C,1,1
70,40961,2444,B,1,1
24,34213,2203,A,1,1
27,49859,1361,A,1,0
62,45688,-486,A,0,1
34,42563,2707,C,0,1
43,35431,3908,C,1,1
38,56390,2417,B,0,1
45,83072,729,A,1,1
79,52798,2067,A,0,1
75,69922,-49,B,0,1
63,22196,3587,B,0,0
19,53155,2123,C,1,0
77,28053,-652,B,1,1
71,20462,1549,C,0,1
60,35213,2695,B,0,0
18,73838,1500,B,1,0
68,69000,1586,A,1,0
70,54860,163,C,1,1
53,19346,2850,B,1,0
68,46074,1027,A,1,1
43,56034,-1235,A,1,1
46,53511,1443,A,0,0
38,13124,3472,B,1,0
28,32194,1420,A,1,0
57,48718,4607,A,1,1
28,60726,2643,B,0,1
53,6077,2508,A,1,1
66,46758,1807,C,1,1
76,52861,1898,A,1,1
56,66992,1605,B,0,1
57,63857,1547,A,0,1
52,61651,2796,A,1,1
71,34001,596,A,1,0
51,11840,386,C,0,0
72,42139,315,B,1,1
64,70033,5068,A,0,1
41,77869,2796,B,1,0
71,64211,2457,A,0,1
39,58587,414,C,0,1
22,57593,2935,C,0,0
73,38878,1825,B,0,1
50,47399,2321,B,0,0
75,83381,535,C,1,1
53,31149,2240,B,1,1
64,82296,1364,B,1,1
37,43559,852,C,0,1
36,76509,3101,B,0,1
52,21864,-307,B,1,1
69,61718,2847,C,1,1
60,35265,3027,B,0,0
34,21695,681,B,0,0
79,54371,770,A,1,1
76,70189,1665,A,1,1
62,33101,2423,A,1,1
60,20020,1771,B,1,1
51,48163,2650,A,1,1
26,48251,4644,C,1,1
43,60966,1238,B,0,1
19,68992,-573,B,1,1
70,48812,3239,A,0,0
26,87110,4525,C,1,1
26,54485,2589,B,1,0
57,43071,368,B,1,0
34,17769,1814,A,1,1
18,44747,322,B,0,1
42,43272,2964,B,0,0
78,69206,-27,B,1,1
60,59250,1550,C,1,1
57,26413,493,C,0,0
59,53445,2190,C,1,0
42,63431,1450,B,0,0
56,80561,2265,C,1,1
52,67750,2034,C,0,1
20,65217,520,A,1,1
67,51202,2940,A,0,1
54,57766,1927,A,1,1
61,74990,517,A,0,1
61,23344,5361,A,0,0
68,43011,2715,A,1,1
47,34549,1770,B,1,1
55,57583,4123,A,0,0
51,74604,4763,A,0,1
29,38061,1782,B,1,1
36,2194,2521,C,0,0
54,41756,518,C,1,0
61,68269,1779,B,1,1
76,60753,1701,A,0,1
76,58564,2277,A,1,1
66,44400,2499,A,1,1
78,24419,2840,A,0,1
34,60306,2356,A,1,1
27,33314,184,C,1,0
74,93682,592,A,1,1
72,61410,1180,A,1,1
66,38387,1577,A,0,1
64,37772,3576,B,0,1
29,48141,256,A,0,0
79,45210,1464,A,0,1
33,72337,3430,A,0,1
41,53728,1550,A,1,1
36,35367,2691,A,0,0
25,87809,1791,B,0,1
48,50986,2385,A,1,1
38,65377,1657,B,0,1
34,37835,3001,B,0,1
40,57262,-318,B,0,1
54,56222,1455,A,0,1
71,12207,2445,A,1,1
33,90306,2801,A,1,1
23,75813,4239,B,0,0
25,42056,1413,B,0,0
42,27955,4219,A,0,1
35,56951,1011,B,1,1
42,51734,3993,C,1,0
29,57113,3226,B,1,1
32,53832,630,A,0,1
76,60125,2461,B,0,1
43,78946,1923,A,1,1
58,61362,2938,B,1,1
62,29007,1665,A,1,0
43,77251,1539,A,0,1
64,82812,4054,C,1,1
49,113041,1852,B,1,1
27,27530,3240,A,1,0
33,54858,1662,A,0,1
24,8358,4500,B,1,0
34,61063,982,C,0,1
40,39036,1079,B,1,1
43,88469,4287,C,0,1
38,34508,1333,A,1,1
39,16216,4402,B,1,1
75,40575,3338,B,0,1
24,10490,1768,B,1,0
31,65022,-720,A,0,0
32,8698,1971,B,1,1
70,50569,2152,B,0,1
24,8444,3751,B,0,1
26,43594,4383,B,1,1
68,82868,973,B,0,1
65,57213,3202,B,1,1
25,32730,3148,A,1,0
67,49376,3610,A,1,1
76,50360,2748,B,1,1
40,59453,-914,C,0,1
46,22663,1767,A,1,1
35,61851,266,B,0,0
48,-4088,1696,A,1,1
47,37402,3470,A,1,0
69,40235,2458,B,1,1
56,62667,3722,B,0,0
52,50453,2513,A,1,0
35,21889,53,B,1,1
76,30300,-1781,C,1,1
59,53974,2223,C,0,0
56,48419,1679,A,1,1
34,38418,535,B,0,0
31,40383,-551,A,1,1
48,63923,898,A,1,1
41,39646,1708,B,0,1
52,48238,2999,B,0,0
61,93399,2283,A,1,1
77,21526,4412,C,0,1
62,12963,447,C,0,1
51,65672,3322,B,1,1
20,36427,2071,B,1,1
54,43635,3042,A,1,1
60,34377,1345,B,0,0
57,44804,3608,A,0,0
43,81971,2443,C,1,1
72,66043,981,A,1,1
40,67244,1982,A,1,1
61,21675,1641,B,1,0
56,26977,2734,A,1,1
32,-6782,230,A,0,1
73,33812,1956,A,1,1
66,69134,2593,C,1,1
21,60339,2050,B,1,0
